350
49.7589,21.7316,25.6409
64.9445,15.0513,1.31226
90.8569,28.186,38.3179
95.4254,69.0765,4.84009
95.8099,61.557,52.3438
84.9945,35.2234,21.6034
46.64,91.51,65.6281
36.3068,16.2781,5.24292
65.6036,34.436,5.84106
68.7561,10.3821,74.3683
54.1626,56.6986,18.1305
86.2366,79.3396,9.58557
21.7682,34.4635,14.9933
24.762,99.0936,69.2871
17.0746,1.52893,41.5985
35.0098,25.9979,76.889
30.5664,35.7117,24.4446
35.2661,24.7437,55.8105
78.3478,62.8296,14.9689
66.2323,63.1104,84.082
61.4807,5.34363,21.3104
71.4966,40.6647,57.1625
41.4764,83.4381,91.1377
44.9921,95.5658,14.8041
12.027,14.0472,46.8842
25,45.9442,59.1705
62.0697,26.9318,4.03137
60.4492,48.2025,80.722
81.0394,32.2571,25.174
18.4357,17.868,12.3322
15.2405,20.1904,83.8501
23.7518,29.8767,79.9011
51.9501,37.6068,4.49219
85.1807,69.8486,52.5604
16.1835,37.3322,95.3156
96.0876,59.9152,13.9282
31.5918,37.9395,51.1658
88.4949,25.4791,34.1766
78.9062,16.0217,69.3542
50.0519,27.8229,66.5253
89.0442,45.4712,79.1748
39.6942,59.4635,55.1392
74.3958,59.0546,89.6606
54.3549,15.4327,65.8386
34.494,72.8485,48.0469
10.672,83.0933,56.1768
69.2352,67.3065,29.718
36.9232,83.2001,55.072
51.2604,50.5341,22.2382
82.785,74.6765,5.97534
86.6547,63.7085,27.8809
20.462,82.6874,1.76697
27.2217,23.9319,49.8535
20.0562,15.5548,2.2644
48.0103,10.0769,15.2069
11.3403,21.4813,46.3593
36.8622,65.7562,54.8889
48.6633,37.1063,33.6212
39.0472,92.1753,3.9856
61.8103,29.9255,72.7081
20.3461,20.1599,97.9218
69.6808,20.4498,6.80542
21.3928,97.9706,80.3741
97.403,95.8466,31.6101
70.6451,64.2426,44.4366
61.438,72.1008,26.0864
49.2859,40.9821,32.6782
33.1818,61.3403,84.7351
47.1558,46.6064,23.6664
45.8252,84.7107,14.4623
1.85242,62.7625,98.526
74.2279,6.52466,66.1774
22.2229,80.8502,9.00574
77.6703,48.526,21.6644
49.0204,51.0162,7.78809
35.7971,59.6771,63.6108
61.3098,47.8424,66.2506
71.0327,45.1691,58.7219
2.52991,31.5826,61.0077
59.7595,55.5939,1.70288
3.87573,9.375,7.80029
12.2101,98.7427,65.86
74.5667,19.1376,44.0247
71.0358,31.7596,16.5314
3.58582,4.92859,23.6267
81.4331,49.35,56.9
72.3816,64.9475,90.4114
96.0693,94.6533,89.3127
70.5139,32.2815,46.2158
23.9777,77.478,60.0311
83.3618,66.1469,0.875854
0.820923,88.7421,74.6216
15.1947,70.7275,76.3397
28.1067,81.7383,98.0316
8.79822,52.1667,55.0385
4.71191,93.1732,9.14001
77.9816,91.1591,62.9089
1.07727,58.0353,80.545
29.5898,36.9537,93.399
90.921,94.8273,2.20947
25.7263,96.6003,40.7532
86.8622,13.5101,30.9784
28.5187,89.7736,94.928
57.6935,79.4952,98.761
16.0889,94.046,30.5084
44.0613,79.4891,73.7946
11.4594,24.7986,40.1031
0.137329,61.4014,22.6379
41.4856,36.8164,16.452
44.1528,38.623,28.0823
59.5764,5.30396,5.63965
59.6619,85.5835,49.8871
13.1653,97.7783,36.6547
14.9109,80.4626,96.1151
57.2937,31.8024,31.9794
99.173,77.6154,15.4572
92.688,42.6849,57.4219
33.1329,68.3838,35.9497
92.8986,36.4532,7.60803
21.5515,87.793,79.9042
21.875,48.3459,43.7988
69.7113,17.5171,82.6874
44.7632,96.1395,23.5138
2.948,3.09753,60.9497
3.22876,23.4741,70.578
92.9108,54.6783,60.0189
63.7848,22.5891,72.3053
54.4281,41.2872,4.2572
26.2543,80.481,68.1885
37.2162,91.0614,12.3322
84.2224,89.8438,70.932
41.3025,66.0309,75.6866
5.94177,24.2859,4.3396
93.2678,4.77905,35.2203
13.3179,51.0193,3.82996
34.2529,77.1179,32.8552
81.015,40.509,60.8002
4.86755,59.0393,32.3364
15.8203,36.792,52.2278
84.5978,52.7313,78.4943
82.7728,57.6538,79.837
60.5072,99.588,16.4001
14.8254,67.8131,20.3156
12.03,92.3553,83.2397
92.337,23.2635,79.8676
98.4619,63.1561,1.651
31.2256,91.4459,58.2367
95.7062,76.236,32.6996
92.0258,93.5547,80.8228
7.09229,27.2064,46.7712
96.2799,92.6178,29.7424
15.2588,5.28564,6.12488
12.4542,75.9369,7.3761
50.1953,34.3048,37.5671
46.283,97.7142,41.8854
40.6647,9.22852,37.7411
31.5063,43.0176,28.3936
67.7277,14.3494,27.0905
53.656,25.5463,24.8657
84.7321,80.0354,44.9066
13.3301,87.8296,45.6726
83.9996,14.2273,28.4882
5.02014,74.3744,34.2133
20.0928,20.0287,20.6268
72.58,51.0315,31.7383
1.75476,31.6284,79.9744
56.3416,19.2657,43.1549
31.8878,53.3356,41.6199
33.49,45.8038,1.9043
27.8076,94.4397,56.189
4.01306,79.7058,34.4086
15.564,91.3208,64.9445
5.18188,84.8267,55.896
0.952148,60.2875,21.5881
73.5229,11.3556,78.9581
35.907,84.5703,50.6897
50.6439,55.9113,15.4236
77.8809,6.03943,52.4475
31.8878,68.1549,67.9413
6.17371,45.0317,18.4479
1.54114,80.8594,44.3604
21.8628,49.2554,53.2928
94.1071,66.156,93.6707
63.5101,75.6927,31.2714
56.189,28.0701,16.4948
82.8949,42.3889,43.0328
4.15649,28.7323,7.17468
30.542,20.2423,49.4263
38.5223,23.6389,33.4717
23.4528,2.23999,85.6781
17.1539,60.3271,4.17175
35.9467,74.6094,32.4615
77.8168,93.2343,47.9095
53.772,98.8281,49.5605
67.6147,6.35071,42.4683
61.5295,65.6311,51.1292
16.8396,22.0306,77.7405
21.4081,1.36108,41.9525
16.7969,34.8083,58.7158
63.2935,3.87573,20.5505
71.4325,84.9487,3.70178
30.835,10.8154,70.5139
5.07507,81.6254,68.1671
57.1777,70.34,94.5923
24.6704,14.801,71.0419
31.4209,34.198,13.2843
8.40149,37.0819,27.948
50.9705,14.6301,61.2152
42.7521,42.0441,33.7402
30.9631,86.4868,80.0476
45.7581,35.2142,86.8805
92.5171,66.1346,22.4396
0.201416,70.2087,39.5081
77.4902,4.12903,79.9988
59.6161,40.2863,14.2548
7.04956,66.7206,20.0623
98.3337,28.4119,91.8854
2.49329,59.4879,87.973
96.2219,84.4788,87.8998
37.5885,1.22986,4.12903
60.7697,61.6272,35.5408
95.2942,46.3257,52.7191
23.5657,86.4716,32.4677
65.7715,11.676,7.99561
7.04651,10.1227,82.1716
54.6204,90.4968,11.6547
22.1954,12.4573,62.5824
56.488,12.8876,74.2645
2.43225,56.0608,39.2517
45.9534,41.452,5.21545
64.8773,82.373,10.3638
75.1221,47.1344,94.6777
52.066,69.9066,92.8253
63.6536,85.8917,99.0448
61.1206,29.9438,25.592
21.8445,15.6372,25.8728
20.813,89.5325,35.4645
7.77893,45.5933,80.2917
25.1892,22.049,17.8925
18.4509,62.5946,14.5935
6.87866,44.5618,29.7974
62.7563,93.8873,31.7932
66.4581,35.6903,66.0767
81.8207,11.731,6.30798
4.28467,75.4669,91.9373
90.9973,84.3719,54.7974
1.69983,63.9801,97.0673
